_,station,arr,dep,dwell,runtime,train,line
2,广宁,9:19,9:21,2,1:54,D 2989,贵广客运专线300km/h
3,肇庆东,9:34,9:34,0,_,D 2989,贵广客运专线300km/h
4,三水南,9:45,9:47,2,2:20,D 2989,贵广客运专线300km/h
5,佛山西,10:00,10:02,2,2:35,D 2989,贵广客运专线300km/h
6,广州南,10:22,-,5,2:57,D 2989,贵广客运专线300km/h
1,广州南,-,20:44,5,0:00,D 2990,
2,佛山西,21:00,-,5,_,D 2990,贵广客运专线300km/h
1,广州南,-,7:13,5,0:00,D 2992,
2,佛山西,7:32,-,5,0:19,D 2992,贵广客运专线300km/h
1,怀集,-,14:51,5,2:53,D 2994,
2,广宁,15:04,15:04,0,_,D 2994,贵广客运专线300km/h
3,肇庆东,15:15,15:15,0,_,D 2994,贵广客运专线300km/h
4,三水南,15:22,15:22,0,_,D 2994,贵广客运专线300km/h
5,佛山西,15:36,15:42,6,3:40,D 2994,贵广客运专线300km/h
6,广州南,16:02,-,5,4:06,D 2994,贵广客运专线300km/h
1,广州,-,19:23,5,0:00,D 2995,
2,佛山西,19:40,19:40,0,_,D 2995,广深线140~180km/h
3,三水南,19:50,19:50,0,_,D 2995,贵广客运专线300km/h
4,肇庆东,20:02,20:04,2,0:39,D 2995,贵广客运专线300km/h
5,广宁,20:20,20:27,7,0:57,D 2995,贵广客运专线300km/h
6,怀集,20:43,-,5,1:20,D 2995,贵广客运专线300km/h
1,肇庆东,-,10:19,5,2:02,D 2997,
2,三水南,10:30,10:32,2,2:15,D 2997,贵广客运专线300km/h
3,佛山西,10:42,10:42,0,_,D 2997,贵广客运专线300km/h
4,广州,11:03,-,5,2:48,D 2997,广深线140~180km/h
1,深圳坪山,-,20:46,5,11:05,D 3107,杭深线250km/h
2,深圳北,21:09,-,5,11:30,D 3107,杭深线250km/h
1,深圳北,-,11:32,5,0:00,D 3108,杭深线250km/h
2,深圳坪山,11:49,-,5,0:17,D 3108,杭深线250km/h
1,深圳北,-,12:05,5,0:00,D 3112,
2,深圳坪山,12:25,-,5,_,D 3112,杭深线250km/h
1,惠州南,-,20:47,5,13:47,D 3125,杭深线250km/h
2,深圳坪山,20:56,20:58,2,13:58,D 3125,杭深线250km/h
3,深圳北,21:19,-,5,14:21,D 3125,杭深线250km/h
1,惠州南,-,11:26,5,4:18,D 3333,
2,深圳坪山,11:34,11:34,0,_,D 3333,杭深线250km/h
3,深圳北,11:54,-,5,4:59,D 3333,杭深线250km/h
1,深圳北,-,15:35,5,0:00,D 3334,
2,深圳坪山,15:52,-,5,0:17,D 3334,杭深线250km/h
1,深圳北,-,12:47,5,0:00,D 3336,杭深线250km/h
2,深圳坪山,13:04,-,5,0:17,D 3336,杭深线250km/h
1,惠州南,-,15:24,5,4:59,D 3339,
2,深圳坪山,15:32,15:32,0,_,D 3339,杭深线250km/h
3,深圳北,15:52,-,5,5:29,D 3339,杭深线250km/h
1,深圳北,-,16:20,5,0:00,D 3340,杭深线250km/h
2,深圳坪山,16:37,-,5,0:17,D 3340,杭深线250km/h
1,惠州南,-,16:32,5,4:13,D 3341,
2,深圳坪山,16:40,16:40,0,_,D 3341,杭深线250km/h
3,深圳北,16:58,-,5,4:41,D 3341,杭深线250km/h
1,深圳北,-,15:24,5,0:00,D 3344,
2,深圳坪山,15:44,-,5,_,D 3344,杭深线250km/h
1,惠州南,-,14:28,5,5:21,D 3346,杭深线250km/h
2,深圳坪山,14:37,14:39,2,5:32,D 3346,杭深线250km/h
3,深圳北,15:01,-,5,5:56,D 3346,杭深线250km/h
1,肇庆东,-,9:29,5,0:55,D 3601,贵广客运专线300km/h
2,三水南,9:41,9:43,2,1:09,D 3601,贵广客运专线300km/h
3,佛山西,9:55,9:57,2,1:23,D 3601,贵广客运专线300km/h
4,广州南,10:17,-,5,1:45,D 3601,贵广客运专线300km/h
1,广州南,-,7:36,5,0:00,D 3602,
2,佛山西,7:55,-,5,0:19,D 3602,贵广客运专线300km/h
1,肇庆东,-,10:09,5,2:42,D 3603,贵广客运专线300km/h
2,三水南,10:22,10:28,6,2:57,D 3603,贵广客运专线300km/h
3,佛山西,10:39,10:41,2,3:14,D 3603,贵广客运专线300km/h
4,广州南,10:59,-,5,3:34,D 3603,贵广客运专线300km/h
1,肇庆东,-,10:24,5,2:46,D 3605,贵广客运专线300km/h
2,三水南,10:37,10:39,2,3:01,D 3605,贵广客运专线300km/h
3,佛山西,10:51,10:56,5,3:15,D 3605,贵广客运专线300km/h
4,广州南,11:16,-,5,3:40,D 3605,贵广客运专线300km/h
1,广州南,-,8:06,5,0:00,D 3606,
2,佛山西,8:24,-,5,0:18,D 3606,贵广客运专线300km/h
1,肇庆东,-,10:36,5,2:51,D 3607,
2,三水南,10:45,10:45,0,_,D 3607,贵广客运专线300km/h
3,佛山西,10:57,11:01,4,3:14,D 3607,贵广客运专线300km/h
4,广州南,11:21,-,5,3:38,D 3607,贵广客运专线300km/h
1,珠海,-,7:23,5,0:00,D 3608,
2,明珠,7:30,7:30,0,_,D 3608,广珠城际线B200km/h
3,唐家湾,7:35,7:35,0,_,D 3608,广珠城际线B200km/h
4,珠海北,7:37,7:37,0,_,D 3608,广珠城际线B200km/h
5,南朗,7:41,7:41,0,_,D 3608,广珠城际线B200km/h
6,中山,7:46,7:48,2,0:23,D 3608,广珠城际线B200km/h
7,中山北,7:52,7:52,0,_,D 3608,广珠城际线B200km/h
8,小榄,7:58,7:58,0,_,D 3608,广珠城际线B200km/h
9,南头,8:03,8:03,0,_,D 3608,广珠城际线A200km/h
10,容桂,8:05,8:05,0,_,D 3608,广珠城际线A200km/h
11,顺德学院,8:08,8:08,0,_,D 3608,广珠城际线A200km/h
12,顺德,8:11,8:11,0,_,D 3608,广珠城际线A200km/h
13,北滘,8:13,8:13,0,_,D 3608,广珠城际线A200km/h
14,广州南,8:18,8:26,8,0:55,D 3608,广珠城际线A200km/h
15,佛山西,8:45,-,5,1:22,D 3608,贵广客运专线300km/h
1,肇庆东,-,11:12,5,_,D 3609,贵广客运专线300km/h
2,三水南,11:20,11:20,0,_,D 3609,贵广客运专线300km/h
3,佛山西,11:30,11:30,0,_,D 3609,贵广客运专线300km/h
4,广州南,11:45,-,5,3:40,D 3609,贵广客运专线300km/h
1,广州南,-,10:56,5,0:00,D 3610,贵广客运专线300km/h
2,佛山西,11:15,-,5,0:19,D 3610,贵广客运专线300km/h
1,肇庆东,-,11:02,5,3:00,D 3611,
2,三水南,11:11,11:11,0,_,D 3611,贵广客运专线300km/h
3,佛山西,11:19,11:19,0,_,D 3611,贵广客运专线300km/h
4,广州南,11:39,-,5,3:50,D 3611,贵广客运专线300km/h
1,广州南,-,13:08,5,0:00,D 3614,
2,佛山西,13:28,-,5,0:20,D 3614,贵广客运专线300km/h
1,广州南,-,13:42,5,0:00,D 3616,
2,佛山西,14:01,-,5,0:19,D 3616,贵广客运专线300km/h
1,肇庆东,-,11:52,5,2:58,D 3617,
2,三水南,12:01,12:01,0,_,D 3617,贵广客运专线300km/h
3,佛山西,12:13,12:16,3,3:21,D 3617,贵广客运专线300km/h
4,广州南,12:36,-,5,3:44,D 3617,贵广客运专线300km/h
1,广州南,-,15:33,5,0:00,D 3618,贵广客运专线300km/h
2,佛山西,15:52,-,5,0:19,D 3618,贵广客运专线300km/h
1,肇庆东,-,12:03,5,2:39,D 3619,
2,三水南,12:12,12:12,0,_,D 3619,贵广客运专线300km/h
3,佛山西,12:20,12:20,0,_,D 3619,贵广客运专线300km/h
4,广州南,12:41,-,5,3:19,D 3619,贵广客运专线300km/h
1,肇庆东,-,12:23,5,2:46,D 3621,
2,三水南,12:32,12:32,0,_,D 3621,贵广客运专线300km/h
3,佛山西,12:44,12:46,2,3:09,D 3621,贵广客运专线300km/h
4,广州南,13:05,-,5,3:30,D 3621,贵广客运专线300km/h
1,肇庆东,-,14:19,5,2:48,D 3623,贵广客运专线300km/h
2,三水南,14:32,14:40,8,3:03,D 3623,贵广客运专线300km/h
3,佛山西,14:52,14:54,2,3:23,D 3623,贵广客运专线300km/h
4,广州南,15:14,-,5,3:45,D 3623,贵广客运专线300km/h
1,广州南,-,16:57,5,0:00,D 3626,
2,佛山西,17:13,-,5,_,D 3626,贵广客运专线300km/h
1,肇庆东,-,14:54,5,3:04,D 3627,
2,三水南,15:03,15:03,0,_,D 3627,贵广客运专线300km/h
3,佛山西,15:15,15:22,7,3:27,D 3627,贵广客运专线300km/h
4,广州南,15:43,-,5,3:55,D 3627,贵广客运专线300km/h
1,广州南,-,17:48,5,0:00,D 3628,
2,佛山西,18:07,-,5,0:19,D 3628,贵广客运专线300km/h
1,肇庆东,-,15:28,5,2:53,D 3629,
2,三水南,15:37,15:37,0,_,D 3629,贵广客运专线300km/h
3,佛山西,15:49,15:52,3,3:16,D 3629,贵广客运专线300km/h
4,广州南,16:11,-,5,3:38,D 3629,贵广客运专线300km/h
1,广州南,-,17:53,5,0:00,D 3630,贵广客运专线300km/h
2,佛山西,18:12,-,5,0:19,D 3630,贵广客运专线300km/h
1,广州南,-,18:59,5,0:00,D 3632,
2,佛山西,19:18,-,5,0:19,D 3632,贵广客运专线300km/h
1,肇庆东,-,17:41,5,2:59,D 3633,
2,三水南,17:50,17:50,0,_,D 3633,贵广客运专线300km/h
3,佛山西,17:58,17:58,0,_,D 3633,贵广客运专线300km/h
4,广州南,18:17,-,5,3:37,D 3633,贵广客运专线300km/h
1,广州南,-,18:40,5,0:00,D 3634,
2,佛山西,18:56,-,5,_,D 3634,贵广客运专线300km/h
1,广州南,-,18:46,5,0:00,D 3636,
2,佛山西,19:06,-,5,0:20,D 3636,贵广客运专线300km/h
1,肇庆东,-,19:50,5,2:41,D 3637,
2,三水南,20:03,20:08,5,3:01,D 3637,贵广客运专线300km/h
3,佛山西,20:18,20:18,0,_,D 3637,贵广客运专线300km/h
4,广州南,20:35,20:43,8,3:33,D 3637,贵广客运专线300km/h
5,北滘,20:49,20:49,0,_,D 3637,广珠城际线A200km/h
6,顺德,20:51,20:51,0,_,D 3637,广珠城际线A200km/h
7,顺德学院,20:54,20:54,0,_,D 3637,广珠城际线A200km/h
8,容桂,20:57,20:57,0,_,D 3637,广珠城际线A200km/h
9,南头,20:59,20:59,0,_,D 3637,广珠城际线A200km/h
10,小榄,21:02,21:02,0,_,D 3637,广珠城际线A200km/h
11,中山北,21:10,21:10,0,_,D 3637,广珠城际线B200km/h
12,中山,21:12,21:14,2,4:10,D 3637,广珠城际线B200km/h
13,南朗,21:20,21:20,0,_,D 3637,广珠城际线B200km/h
14,珠海北,21:24,21:24,0,_,D 3637,广珠城际线B200km/h
15,唐家湾,21:26,21:26,0,_,D 3637,广珠城际线B200km/h
16,明珠,21:31,21:31,0,_,D 3637,广珠城际线B200km/h
17,珠海,21:40,-,5,4:38,D 3637,广珠城际线B200km/h
1,广州南,-,19:04,5,0:00,D 3638,贵广客运专线300km/h
2,佛山西,19:23,-,5,0:19,D 3638,贵广客运专线300km/h
1,肇庆东,-,20:50,5,3:01,D 3639,
2,三水南,20:59,20:59,0,_,D 3639,贵广客运专线300km/h
3,佛山西,21:10,21:12,2,3:23,D 3639,贵广客运专线300km/h
4,广州南,21:32,-,5,3:45,D 3639,贵广客运专线300km/h
1,广州南,-,18:33,5,0:00,D 3640,
2,佛山西,18:49,-,5,_,D 3640,贵广客运专线300km/h
1,肇庆东,-,21:22,5,2:40,D 3641,贵广客运专线300km/h
2,三水南,21:35,21:37,2,2:55,D 3641,贵广客运专线300km/h
3,佛山西,21:49,21:53,4,3:09,D 3641,贵广客运专线300km/h
4,广州南,22:13,-,5,3:33,D 3641,贵广客运专线300km/h
1,肇庆东,-,22:07,5,2:45,D 3643,
2,三水南,22:16,22:16,0,_,D 3643,贵广客运专线300km/h
3,佛山西,22:24,22:24,0,_,D 3643,贵广客运专线300km/h
4,广州南,22:44,-,5,3:24,D 3643,贵广客运专线300km/h
1,广州南,-,19:50,5,0:00,D 3644,
2,佛山西,20:11,-,5,0:21,D 3644,贵广客运专线300km/h
1,肇庆东,-,23:07,5,2:23,D 3647,
2,三水南,23:16,23:16,0,_,D 3647,贵广客运专线300km/h
3,佛山西,23:22,23:30,8,2:40,D 3647,贵广客运专线300km/h
4,广州南,23:50,-,5,3:08,D 3647,贵广客运专线300km/h
1,广州南,-,20:50,5,0:00,D 3648,贵广客运专线300km/h
2,佛山西,21:09,-,5,0:19,D 3648,贵广客运专线300km/h
1,深圳,-,9:05,5,0:00,D 3662,
2,深圳东,9:11,9:11,0,_,D 3662,广深线140~180km/h
3,平湖,9:15,9:15,0,_,D 3662,广深线140~180km/h
4,樟木头,9:23,9:23,0,_,D 3662,广深线140~180km/h
5,常平,9:27,9:27,0,_,D 3662,广深线140~180km/h
6,东莞,9:33,9:33,0,_,D 3662,广深线140~180km/h
7,新塘南,9:43,9:43,0,_,D 3662,广深线140~180km/h
8,石牌,9:53,9:53,0,_,D 3662,广深线140~180km/h
9,广州东,9:55,9:55,0,_,D 3662,广深线140~180km/h
10,广州,10:18,10:26,8,1:13,D 3662,广深线140~180km/h
11,佛山西,10:56,-,5,1:51,D 3662,广深线140~180km/h
1,佛山西,-,20:11,5,4:11,D 3664,
2,广州,20:32,20:37,5,4:37,D 3664,广深线140~180km/h
3,广州东,20:45,20:45,0,_,D 3664,广深线140~180km/h
4,石牌,20:47,20:47,0,_,D 3664,广深线140~180km/h
5,新塘南,20:57,20:57,0,_,D 3664,广深线140~180km/h
6,东莞,21:15,21:17,2,5:20,D 3664,广深线140~180km/h
7,常平,21:25,21:25,0,_,D 3664,广深线140~180km/h
8,樟木头,21:29,21:29,0,_,D 3664,广深线140~180km/h
9,平湖,21:37,21:37,0,_,D 3664,广深线140~180km/h
10,深圳东,21:41,21:41,0,_,D 3664,广深线140~180km/h
11,深圳,21:53,-,5,5:58,D 3664,广深线140~180km/h
1,肇庆东,-,14:12,5,2:59,D 3665,
2,三水南,14:21,14:21,0,_,D 3665,贵广客运专线300km/h
3,佛山西,14:29,14:29,0,_,D 3665,贵广客运专线300km/h
4,广州,14:50,14:55,5,3:39,D 3665,广深线140~180km/h
5,广州东,15:03,15:03,0,_,D 3665,广深线140~180km/h
6,石牌,15:05,15:05,0,_,D 3665,广深线140~180km/h
7,新塘南,15:15,15:15,0,_,D 3665,广深线140~180km/h
8,东莞,15:25,15:25,0,_,D 3665,广深线140~180km/h
9,常平,15:31,15:31,0,_,D 3665,广深线140~180km/h
10,樟木头,15:35,15:35,0,_,D 3665,广深线140~180km/h
11,平湖,15:43,15:43,0,_,D 3665,广深线140~180km/h
12,深圳东,15:47,15:47,0,_,D 3665,广深线140~180km/h
13,深圳,16:16,-,5,5:05,D 3665,广深线140~180km/h
1,深圳,-,16:45,5,0:00,D 3666,
2,深圳东,16:51,16:51,0,_,D 3666,广深线140~180km/h
3,平湖,16:55,16:55,0,_,D 3666,广深线140~180km/h
4,樟木头,17:03,17:03,0,_,D 3666,广深线140~180km/h
5,常平,17:07,17:07,0,_,D 3666,广深线140~180km/h
6,东莞,17:17,17:19,2,0:32,D 3666,广深线140~180km/h
7,新塘南,17:31,17:31,0,_,D 3666,广深线140~180km/h
8,石牌,17:41,17:41,0,_,D 3666,广深线140~180km/h
9,广州东,17:43,17:43,0,_,D 3666,广深线140~180km/h
10,广州,18:04,18:10,6,1:19,D 3666,广深线140~180km/h
11,佛山西,18:31,-,5,1:46,D 3666,广深线140~180km/h
1,广州,-,13:48,5,0:00,D 3677,广深线140~180km/h
2,佛山西,14:09,-,5,0:21,D 3677,广深线140~180km/h
1,三水南,-,12:47,5,3:01,D 3679,贵广客运专线300km/h
2,佛山西,12:59,13:01,2,3:15,D 3679,贵广客运专线300km/h
3,广州,13:23,-,5,3:39,D 3679,广深线140~180km/h
1,肇庆东,-,13:26,5,4:17,D 3704,
2,三水南,13:35,13:35,0,_,D 3704,贵广客运专线300km/h
3,佛山西,13:46,13:48,2,4:39,D 3704,贵广客运专线300km/h
4,广州南,14:08,-,5,5:01,D 3704,贵广客运专线300km/h
1,广州南,-,8:32,5,0:00,D 3706,
2,佛山西,8:51,-,5,0:19,D 3706,贵广客运专线300km/h
1,肇庆东,-,12:43,5,4:29,D 3708,
2,三水南,12:52,12:52,0,_,D 3708,贵广客运专线300km/h
3,佛山西,13:00,13:00,0,_,D 3708,贵广客运专线300km/h
4,广州南,13:20,-,5,5:08,D 3708,贵广客运专线300km/h
1,广州南,-,9:09,5,0:00,D 3710,
2,佛山西,9:25,-,5,_,D 3710,贵广客运专线300km/h
1,肇庆东,-,13:45,5,_,D 3712,贵广客运专线300km/h
2,三水南,13:53,13:53,0,_,D 3712,贵广客运专线300km/h
3,佛山西,14:03,14:03,0,_,D 3712,贵广客运专线300km/h
4,广州南,14:18,-,5,4:46,D 3712,贵广客运专线300km/h
1,广州南,-,10:06,5,0:00,D 3714,
2,佛山西,10:25,-,5,0:19,D 3714,贵广客运专线300km/h
1,广州,-,9:56,5,0:00,D 3719,广深线140~180km/h
2,佛山西,10:17,-,5,0:21,D 3719,广深线140~180km/h
1,肇庆东,-,18:31,5,4:30,D 3720,
2,三水南,18:40,18:40,0,_,D 3720,贵广客运专线300km/h
3,佛山西,18:51,18:54,3,4:53,D 3720,贵广客运专线300km/h
4,广州南,19:14,-,5,5:16,D 3720,贵广客运专线300km/h
1,广州南,-,11:40,5,0:00,D 3722,
2,佛山西,11:56,-,5,_,D 3722,贵广客运专线300km/h
1,肇庆东,-,19:16,5,4:29,D 3724,
2,三水南,19:25,19:25,0,_,D 3724,贵广客运专线300km/h
3,佛山西,19:38,19:40,2,4:53,D 3724,贵广客运专线300km/h
4,广州南,20:00,-,5,5:15,D 3724,贵广客运专线300km/h
1,广州南,-,11:53,5,0:00,D 3726,
2,佛山西,12:12,-,5,0:19,D 3726,贵广客运专线300km/h
1,肇庆东,-,20:09,5,4:22,D 3728,
2,三水南,20:18,20:18,0,_,D 3728,贵广客运专线300km/h
3,佛山西,20:30,20:32,2,4:51,D 3728,贵广客运专线300km/h
4,广州南,20:52,-,5,5:13,D 3728,贵广客运专线300km/h
1,广州南,-,12:25,5,0:00,D 3730,
2,佛山西,12:41,-,5,_,D 3730,贵广客运专线300km/h
1,三水南,-,20:36,5,4:44,D 3732,
2,佛山西,20:46,20:46,0,_,D 3732,贵广客运专线300km/h
3,广州,21:07,-,5,5:17,D 3732,广深线140~180km/h
1,广州南,-,14:28,5,0:00,D 3734,
2,佛山西,14:44,-,5,_,D 3734,贵广客运专线300km/h
1,肇庆东,-,21:33,5,4:24,D 3736,贵广客运专线300km/h
2,三水南,21:46,21:48,2,4:39,D 3736,贵广客运专线300km/h
3,佛山西,22:00,22:03,3,4:53,D 3736,贵广客运专线300km/h
4,广州南,22:23,22:37,14,5:16,D 3736,贵广客运专线300km/h
5,北滘,22:43,22:43,0,_,D 3736,广珠城际线A200km/h
6,顺德,22:45,22:45,0,_,D 3736,广珠城际线A200km/h
7,顺德学院,22:48,22:48,0,_,D 3736,广珠城际线A200km/h
8,容桂,22:51,22:51,0,_,D 3736,广珠城际线A200km/h
9,南头,22:53,22:53,0,_,D 3736,广珠城际线A200km/h
10,小榄,22:56,22:56,0,_,D 3736,广珠城际线A200km/h
11,古镇,23:01,23:01,0,_,D 3736,江门线-深湛线200km/h
12,江门东,23:05,23:05,0,_,D 3736,江门线-深湛线200km/h
13,新会,23:07,23:07,0,_,D 3736,江门线-深湛线200km/h
14,江门,23:11,-,5,6:04,D 3736,江门线-深湛线200km/h
1,广州南,-,14:41,5,0:00,D 3738,
2,佛山西,14:57,-,5,_,D 3738,贵广客运专线300km/h
1,肇庆东,-,21:55,5,4:23,D 3740,
2,三水南,22:04,22:04,0,_,D 3740,贵广客运专线300km/h
3,佛山西,22:12,22:12,0,_,D 3740,贵广客运专线300km/h
4,广州南,22:33,-,5,5:03,D 3740,贵广客运专线300km/h
1,广州南,-,16:03,5,0:00,D 3742,贵广客运专线300km/h
2,佛山西,16:22,-,5,0:19,D 3742,贵广客运专线300km/h
1,肇庆东,-,15:59,5,4:08,D 3748,
2,三水南,16:08,16:08,0,_,D 3748,贵广客运专线300km/h
3,佛山西,16:18,16:20,2,4:29,D 3748,贵广客运专线300km/h
4,广州南,16:41,-,5,4:52,D 3748,贵广客运专线300km/h
1,肇庆东,-,11:19,5,3:22,D 3751,
2,三水南,11:28,11:28,0,_,D 3751,贵广客运专线300km/h
3,佛山西,11:40,11:43,3,3:45,D 3751,贵广客运专线300km/h
4,广州南,12:04,-,5,4:09,D 3751,贵广客运专线300km/h
1,江门,-,7:28,5,0:00,D 3752,
2,新会,7:33,7:33,0,_,D 3752,江门线-深湛线200km/h
3,江门东,7:35,7:35,0,_,D 3752,江门线-深湛线200km/h
4,古镇,7:39,7:39,0,_,D 3752,江门线-深湛线200km/h
5,小榄,7:42,7:42,0,_,D 3752,江门线-深湛线200km/h
6,南头,7:47,7:47,0,_,D 3752,广珠城际线A200km/h
7,容桂,7:49,7:49,0,_,D 3752,广珠城际线A200km/h
8,顺德学院,7:52,7:52,0,_,D 3752,广珠城际线A200km/h
9,顺德,7:55,7:55,0,_,D 3752,广珠城际线A200km/h
10,北滘,7:57,7:57,0,_,D 3752,广珠城际线A200km/h
11,广州南,8:03,8:16,13,0:35,D 3752,广珠城际线A200km/h
12,佛山西,8:36,-,5,1:08,D 3752,贵广客运专线300km/h
1,佛山西,-,11:58,5,3:02,D 3753,贵广客运专线300km/h
2,广州南,12:18,-,5,3:24,D 3753,贵广客运专线300km/h
1,广州南,-,9:32,5,0:00,D 3754,贵广客运专线300km/h
2,佛山西,9:51,-,5,0:19,D 3754,贵广客运专线300km/h
1,肇庆东,-,15:52,5,3:15,D 3755,
2,三水南,16:01,16:01,0,_,D 3755,贵广客运专线300km/h
3,佛山西,16:12,16:14,2,3:37,D 3755,贵广客运专线300km/h
4,广州南,16:34,-,5,3:59,D 3755,贵广客运专线300km/h
1,广州南,-,11:22,5,0:00,D 3756,
2,佛山西,11:38,-,5,_,D 3756,贵广客运专线300km/h
1,肇庆东,-,16:54,5,3:04,D 3757,
2,三水南,17:03,17:03,0,_,D 3757,贵广客运专线300km/h
3,佛山西,17:11,17:11,0,_,D 3757,贵广客运专线300km/h
4,广州南,17:31,-,5,3:43,D 3757,贵广客运专线300km/h
1,广州南,-,12:38,5,0:00,D 3758,
2,佛山西,12:54,-,5,_,D 3758,贵广客运专线300km/h
1,肇庆东,-,17:55,5,2:47,D 3759,
2,三水南,18:04,18:04,0,_,D 3759,贵广客运专线300km/h
3,佛山西,18:16,18:18,2,3:10,D 3759,贵广客运专线300km/h
4,广州南,18:38,-,5,3:32,D 3759,贵广客运专线300km/h
1,广州南,-,12:57,5,0:00,D 3760,
2,佛山西,13:13,-,5,_,D 3760,贵广客运专线300km/h
1,肇庆东,-,20:15,5,3:04,D 3761,
2,三水南,20:24,20:24,0,_,D 3761,贵广客运专线300km/h
3,佛山西,20:35,20:37,2,3:26,D 3761,贵广客运专线300km/h
4,广州南,20:57,-,5,3:48,D 3761,贵广客运专线300km/h
1,广州南,-,16:25,5,0:00,D 3762,
2,佛山西,16:44,-,5,0:19,D 3762,贵广客运专线300km/h
1,肇庆东,-,20:56,5,3:17,D 3763,
2,三水南,21:05,21:05,0,_,D 3763,贵广客运专线300km/h
3,佛山西,21:17,21:22,5,3:40,D 3763,贵广客运专线300km/h
4,广州南,21:41,-,5,4:04,D 3763,贵广客运专线300km/h
1,广州南,-,17:01,5,0:00,D 3764,
2,佛山西,17:20,-,5,0:19,D 3764,贵广客运专线300km/h
1,广州南,-,9:40,5,0:00,D 3782,
2,佛山西,9:59,-,5,0:19,D 3782,贵广客运专线300km/h
1,三水南,-,13:04,5,5:02,D 3784,贵广客运专线300km/h
2,佛山西,13:16,13:20,4,5:16,D 3784,贵广客运专线300km/h
3,广州南,13:40,-,5,5:40,D 3784,贵广客运专线300km/h
1,广州南,-,14:01,5,0:00,D 3786,
2,佛山西,14:17,-,5,_,D 3786,贵广客运专线300km/h
1,佛山西,-,13:28,5,5:06,D 3788,贵广客运专线300km/h
2,广州南,13:48,-,5,5:28,D 3788,贵广客运专线300km/h
1,广州南,-,15:01,5,0:00,D 3790,
2,佛山西,15:20,-,5,0:19,D 3790,贵广客运专线300km/h
1,佛山西,-,14:19,5,4:48,D 3792,贵广客运专线300km/h
2,广州南,14:40,-,5,5:13,D 3792,贵广客运专线300km/h
1,肇庆东,-,19:35,5,4:17,D 3796,
2,三水南,19:44,19:44,0,_,D 3796,贵广客运专线300km/h
3,佛山西,19:56,20:01,5,4:40,D 3796,贵广客运专线300km/h
4,广州南,20:23,-,5,5:07,D 3796,贵广客运专线300km/h
1,广州南,-,6:52,5,0:00,D 3802,
2,佛山西,7:08,-,5,_,D 3802,贵广客运专线300km/h
1,肇庆东,-,14:45,5,7:25,D 3804,
2,三水南,14:54,14:54,0,_,D 3804,贵广客运专线300km/h
3,佛山西,15:06,15:11,5,7:50,D 3804,贵广客运专线300km/h
4,广州南,15:32,-,5,8:16,D 3804,贵广客运专线300km/h
1,广州南,-,7:31,5,0:00,D 3806,
2,佛山西,7:47,-,5,_,D 3806,贵广客运专线300km/h
1,广州南,-,7:41,5,0:00,D 3810,
2,佛山西,8:00,-,5,0:19,D 3810,贵广客运专线300km/h
1,肇庆东,-,16:22,5,7:38,D 3812,贵广客运专线300km/h
2,三水南,16:35,16:37,2,7:53,D 3812,贵广客运专线300km/h
3,佛山西,16:49,16:51,2,8:07,D 3812,贵广客运专线300km/h
4,广州南,17:11,17:21,10,8:29,D 3812,贵广客运专线300km/h
5,北滘,17:27,17:27,0,_,D 3812,广珠城际线A200km/h
6,顺德,17:29,17:29,0,_,D 3812,广珠城际线A200km/h
7,顺德学院,17:32,17:32,0,_,D 3812,广珠城际线A200km/h
8,容桂,17:35,17:35,0,_,D 3812,广珠城际线A200km/h
9,南头,17:37,17:37,0,_,D 3812,广珠城际线A200km/h
10,小榄,17:40,17:40,0,_,D 3812,广珠城际线A200km/h
11,中山北,17:48,17:48,0,_,D 3812,广珠城际线B200km/h
12,中山,17:50,17:54,4,9:08,D 3812,广珠城际线B200km/h
13,南朗,18:00,18:00,0,_,D 3812,广珠城际线B200km/h
14,珠海北,18:04,18:04,0,_,D 3812,广珠城际线B200km/h
15,唐家湾,18:06,18:06,0,_,D 3812,广珠城际线B200km/h
16,明珠,18:11,18:11,0,_,D 3812,广珠城际线B200km/h
17,珠海,18:21,-,5,9:39,D 3812,广珠城际线B200km/h
1,广州南,-,8:31,5,0:00,D 3814,
2,佛山西,8:50,-,5,0:19,D 3814,贵广客运专线300km/h
